library,Evaluator,question,qa_cos,qa_dot,mini_l6,mini_l12,snowflake,nomic
GPCR,VTG,How many GPCRs have been targeted  in this paper - DCyFIR: a high-throughput CRISPR platform for multiplexed G protein-coupled receptor profiling and ligand discovery?,0.597866917,0.602496489,0.578460591,0.462781143,0.545353818,0.550074867
GPCR,VTG,Which molecules have been tested for the sensor response in this article - DCyFIR: a high-throughput CRISPR platform for multiplexed G protein-coupled receptor profiling and ligand discovery?,0.679802772,0.751987255,0.755942214,0.742742545,0.711761562,0.746470906
GPCR,VTG,Did they build a stable cell-line for this work - DCyFIR: a high-throughput CRISPR platform for multiplexed G protein-coupled receptor profiling and ligand discovery?,0.427733242,0.651750995,0.807273315,0.66537013,0.74502305,0.733380949
GPCR,VTG,What was the rate of false-positive in the article - DCyFIR: a high-throughput CRISPR platform for multiplexed G protein-coupled receptor profiling and ligand discovery?,0.690059178,0.698855492,0.671631294,0.675985487,0.768357538,0.336894957
GPCR,VTG,What are the key capabilities and features of the G-protein activity biosensors?,0.952063376,0.913568109,0.938668961,0.890651228,0.95391379,0.900010095
GPCR,VTG,What are some potential limitations of the biosensor design mentioned in the article - Revealing the Activity of Trimeric G-proteins in Live Cells with a Versatile Biosensor Design?,0.671113035,0.843619917,0.702634862,0.817680893,0.702010451,0.702659237
GPCR,VTG,How does the expression level of the biosensors impact normal G-protein signaling? ,0.795350044,0.829997188,0.764366577,0.846521882,0.823699629,0.83540468
GPCR,VTG,Does levels of biosensor expression interfere with downstream signaling pathways?,0.662624246,0.668053997,0.781853438,0.687309546,0.735099216,0.672048179
GPCR,VTG,Are any beta-arrestins measured in this article - Revealing the Activity of Trimeric G-proteins in Live Cells with a Versatile Biosensor Design?,0.923548385,0.936973878,0.921999467,0.94842464,0.895453331,0.842895511
GPCR,VTG,What is the CRISPR-coupled GPCR ChaCha system? ,0.953941146,0.92979912,0.953266379,0.918252144,0.935990062,0.95705925
GPCR,VTG,What ligands can activate the CRISPR ChaCha systems?,0.958564215,0.97702499,0.959442098,0.97706249,0.978439312,0.958372281
GPCR,VTG,What advantages does the ChaCha system offer over the Tango architecture? ,0.715399763,0.754109733,0.773978806,0.794616453,0.550813391,0.736626897
GPCR,VTG,What are the limitations of the CRISPR ChaCha system? ,0.918078485,0.822367367,0.90105268,0.900106158,0.867422164,0.884612256
GPCR,VTG,Which other systems can CRISPR ChaCha be applied to?,0.659690713,0.774435363,0.795649596,0.778493135,0.77867948,0.831533852
Kinases,KP,What are the proofs of pathogenic gain-of-mutations can shift the equilibrium towards the active state in FGFRs?,0.900309005,0.926513696,0.901632331,0.899702244,0.888101093,0.878200124
Kinases,KP,List all the FGFR mutations that were used in the experiments.,0.58273643,0.529399579,0.595094295,0.452257224,0.369200679,0.554625326
Kinases,KP,Which FGFR2 mutant has the lowest substrate phosphorylation activity?,0.713719016,0.884545816,0.79398623,0.872167864,0.700218486,0.844214608
Kinases,KP,"Is there any binding data about FGFR2 kinase domain and C-terminal interaction? If yes, list the binding affinity values too.",0.612142098,0.598751732,0.685527821,0.613088765,0.576172014,0.639974402
Kinases,KP,"What is the interaction mechanism between FGFR2, SHP2 and PLC_1? Summarize it in a bulleted list.",0.671566694,0.699241731,0.708215398,0.708177817,0.660872521,0.650315432
Kinases,KP,"Provide me all the affinity binding data for FGFR2 ï¿½ SHP2, FGFR2 - PLC_1, FGFR8 ï¿½ SHP2 and SHP2 - PLC_1.",0.540507121,0.499955922,0.480372285,0.456352142,0.507691368,0.499631433
Kinases,KP,What things can affect the interaction between FGFR2 and SHP2?,0.887224095,0.857612939,0.883943025,0.875487791,0.891970483,0.851213045
Kinases,KP,How can be the FGFR2-SHP2 interaction affected?,0.901025023,0.87547854,0.841122713,0.891630019,0.698529651,0.687599058
Kinases,KP,What is the difference between a canonical and non-canonical SH2 domain interaction?,0.829224466,0.903253066,0.922388506,0.933733951,0.447832077,0.9139842
Kinases,KP,Provide a bulleted list of the main findings from the paper ï¿½Group I and II mammalian PAKs have different modes of activation by Cdc42ï¿½. ,0.899286697,0.879824726,0.820414891,0.885895001,0.694093284,0.923843012
Kinases,KP,Does regulatory domain inhibit PAK4?,0.829763036,0.867660987,0.839979139,0.76512698,0.7044315,0.891269702
Kinases,KP,What are the Kd values for peptide binding of PAK4? ,0.877936484,0.887510266,0.811298278,0.85457793,0.853840358,0.791071436
Kinases,KP,List me the construct boundaries of PAK4 in the experiments.,0.859834662,0.757319495,0.858569923,0.832284307,0.748782232,0.799893828
Kinases,KP,List me the PAK4 construct boundaries in the experiments.,0.879480843,0.815673944,0.75251943,0.890070293,0.760135088,0.824538088
Kinases,KP,What is known about the inhibition and activation of PAK4?,0.790921899,0.864615254,0.883364208,0.854749467,0.663041811,0.91011807
Kinases,KP,What is known about PAK4 structure?,0.798839666,0.821480101,0.904381584,0.827657304,0.691854237,0.900824884
Kinases,KP,Is there any interaction between PAKs and FGFRs?,0.739667395,0.76466332,0.739509137,0.803941225,0.837577963,0.881892108
Kinases,KP,What is the main substrate of MNK1 kinase?,0.728196632,0.779251205,0.739883054,0.826743403,0.785401623,0.792943791
Kinases,KP,"How many variants of PAK, FGFR and MASP exist in the human body? List me the names too.",0.611100352,0.701053763,0.555730984,0.663499875,0.682640036,0.646557684
Kinases,PB,"Does the study suggest that  the regions with low modeled confidence, as predicted by AF2, undergo significant atomic displacement?",0.776064225,0.601209202,0.87173859,0.669032332,0.677030787,0.925221212
Kinases,PB,Were any notable differences observed in the conformational landscape of AlphaFold2 predicted protein kinase structures as compared to the experimentally determined structures?                         OR                                                                                                                         Did the study identify significant disparities in the conformational landscape between AlphaFold2-predicted protein kinase structures and experimentally determined ones?,0.849519248,0.88769218,0.839419209,0.846387063,0.841523049,0.793078583
Kinases,PB,Does combining a shallow MSA with state annotated templates achieve accuracy in predicting the active state of kinase?,0.726992603,0.828144286,0.868027168,0.862783577,0.413394924,0.830365759
Kinases,PB,How does the proposed pipeline address neural network biases and biases towards specific structural conformations within the AlphaFold2 training set?,0.85100653,0.907693979,0.86870641,0.891832606,0.698628441,0.883793528
Kinases,PB,Tabulate the different ligand types in kinase  and their associated details.,0.377713411,0.613504524,0.462293659,0.601433715,0.392520211,0.37799404
Kinases,PB,Provide the number of unique ligands in each combination of conformation and ligand type.,0.689021094,0.768766014,0.708933536,0.760816786,0.738529857,0.782468636
Kinases,PB,What does MMS stand for?,0.776730829,0.673299046,0.399868334,0.620939632,0.42622251,0.725090412
Kinases,PB,How does the benzylamine group impact target selectivity?,0.63422412,0.577688102,0.581864296,0.567633991,0.525316098,0.777610525
Kinases,PB,What did the high-resolution structures of CAK-bound pyrazolopyrimidine inhibitor complexes unravel?,0.825571121,0.873302631,0.837377243,0.834077479,0.900392851,0.803824217
Kinases,PB,"What new perspective about the signalling events of the CDK1, CDK2, CDK4 and CDK6 kinase subfamilies did the work decipher?",0.780234147,0.857620507,0.78249158,0.874969446,0.763111532,0.706837483
Kinases,PB,How many sites of the  human Ser/Thr phosphoproteome were annotated?,0.757022916,0.685059796,0.752732546,0.752732546,0.88052928,0.759551437
Kinases,PB,Is chemical proteomics an infalliable approach? Give pointwise justification.                                                                                           OR                                                                                                                                                                                                            Should chemical proteomics be used? Give point wise justification.,0.887701009,0.848958167,0.850848024,0.825105484,0.766023926,0.738390216
Kinases,PB,How was machine learning used in the current study?,0.335452904,0.468888591,0.556456488,0.379263049,0.661032048,0.534512099
Kinases,PB,Define the different kinase conformations?,0.753042459,0.624047283,0.745296623,0.620759117,0.767670175,0.806884854
Kinases,PB,What are the steps in the Foldseek method?,0.719640479,0.669318589,0.6550476,0.710069919,0.562504791,0.646788377
Kinases,PB,"Provide rationale for determining which of the two methods, AlphaFold2 or Foldseek, exhibits superior performance.",0.938462284,0.94318514,0.922949419,0.947280953,0.71945274,0.943702902
Kinases,PB,What is the novelty of this paper?,0.670430687,0.767216888,0.656989941,0.755693151,0.628843588,0.661892497
Kinases,PB,Describe the NMR method used to identify the p38 kinase conformation.,0.766593901,0.888752476,0.718230462,0.742240677,0.827375282,0.624202676
Kinases,DM,What algorithmic bottleneck do GAT networks address? ,0.610021585,0.632229376,0.655068408,0.675636307,0.832589836,0.828760062
Kinases,DM,Explain the difference between transductive and inductive tasks in the context of graph neural networks.,0.897921525,0.794028174,0.893650563,0.913578721,0.878168709,0.810343403
Kinases,DM,How does the GAT mechanism work in graph-neural networks? Summarize the individual steps of the algorithm.,0.869465392,0.796318393,0.772530114,0.802908964,0.854181883,0.758100604
Kinases,DM,What is the EFFECT benchmark suite?,0.943094823,0.522067587,0.714172218,0.649649566,0.685770366,0.95238931
Kinases,DM,How does the EFFECT benchmark suite control for dataset biases when evaluating cancer dependency predictors?,0.775775642,0.748977443,0.74931816,0.749402597,0.810561345,0.800159865
Kinases,DM,What practical guideline do the authors from the EFFECT benchmark suite suggest to critically evaluate ML models?,0.713165955,0.711168011,0.664888393,0.550663591,0.570783679,0.62900632
Kinases,DM,Why is a systematic evaluation and comparison of performance of methods for cancer survival and gene essentiality needed?,0.867752234,0.820335129,0.82540098,0.84181635,0.841632114,0.833071779
Kinases,DM,What confounding biases are present in cancer depedency datasets and how do they influecne objective comparison of prediction methods?,0.741205082,0.898307778,0.599503942,0.895178381,0.854916629,0.816832813
Kinases,DM,Summarize the state of the art of machine-learning methods currently in use to predict cancer dependencies from DepMap data.,0.843755414,0.846343006,0.873515907,0.851336086,0.891072766,0.835950527
Kinases,DM,What are the main advantages of SSS compared to transformer based architectures?,0.724539591,0.734055837,0.684101495,0.773493806,0.66557704,0.590886892
Kinases,DM,What sources contribute to RNA-seq profiles being very different between patient derived cancer samples and CCLE samples?,0.875662265,0.856464311,0.881979919,0.905122016,0.859956543,0.849871689
Kinases,DM,Explain how celligner results allow to analyze cancer sub-type organisation. ,0.860321391,0.87286662,0.814910384,0.789129233,0.826475797,0.851502142
Kinases,DM,Does Celligner perform equally well on all cancer types?,0.628355965,0.614362825,0.620378052,0.594285362,0.593588973,0.577406958
Kinases,DM,What do you think are the weaknesses and limitations of Masif? Can you suggest ideas to address them?,0.777313475,0.75701174,0.79173447,0.763285015,0.612739074,0.810477148
Kinases,DM,How does Masif compare to other state of the art methods for large scale docking? What are these methods and which metrics were used for the comparison?,0.923956515,0.921297854,0.922246959,0.906135116,0.692191363,0.934519583
Kinases,DM,"Summarize the workflow of MASIF, a deep-learning framework method to analyze protein surfaces and interactions.",0.657719585,0.769042926,0.852174743,0.784047053,0.660929583,0.860927477
Kinases,DM,What challenges are faced when trying to deploy a prediction model trained on CCLE data to cancer derived patient samples?,0.643727239,0.756885454,0.880816417,0.891939876,0.735660161,0.908202131
CAR-T,KI,How many cars were approved by FDA thus far to treat cancer? And which companies sell them? What cancers does  these FDA approved cars treat? Are these fda approved cars mono-/bi-/tri-/tetra-specific? What antigens do these fda approved cars target?,0.60615233,0.632699005,0.610924676,0.574016565,0.667078052,0.701574415
CAR-T,KI,How much does it cost to treat cancer with CARs? Are there any cars designed in india?,0.930735428,0.865126836,0.894306408,0.896870284,0.699876781,0.910814495
CAR-T,KI,"How does linkers impact protein folding? Are there any evidence to demonstrate that linkers enhanced protein/CAR stability, folding, aggregation and expression?",0.910089898,0.880335805,0.924176205,0.918277428,0.847773873,0.901583435
CAR-T,KI,What are the limitations of CAR therapy? What strategies researchers adopt to researchers adopt to develop CARs to overcome these limitations?,0.802463708,0.776404439,0.736541579,0.671554759,0.863036946,0.802247027
CAR-T,KI,"Are there any CAR therapies approved for treating solid tumors? If yes, who designed it? If no, why is it hard to design a CAR for solid tumors?",0.937426146,0.943844758,0.945485125,0.906239074,0.897890899,0.921251588
CAR-T,KI,Are there any machine learning/deep learning/artificial intelligence methodologies carried on CAR proteins?,0.507957809,0.644293313,0.562306263,0.609528707,0.804923581,0.681378768
CAR-T,BLJ,Define a Chimeric antigen receptor (CAR),0.906792395,0.902883865,0.864141042,0.898129332,0.911161745,0.925694685
CAR-T,BLJ,List all viral transduction methods that have been used to introduce genetic material into T-cells to generate CAR-T cells,0.921065762,0.884654526,0.923179444,0.889085695,0.787412604,0.911140409
CAR-T,BLJ,What are the most promising CAR-T designs that go beyond monospecific constructs?,0.666801731,0.874039424,0.782967927,0.893195499,0.872909891,0.830959747
CAR-T,BLJ,What are the biggest issues facing the development of better CAR-T therapies? Rank them in order of difficulty and provide examples with citations on all potential strategies to overcome these limitations. ,0.868093646,0.81637132,0.769148072,0.877200438,0.847155455,0.837692069
CAR-T,BLJ,What is known about the mechanism of mechanotransduction in transmitting a receptor binding event into a cellular signal? ,0.272685242,0.269875686,0.259009581,0.278867656,0.251611799,0.359907349
CAR-T,BLJ,How does the composition of the hinge region affect the efficiency of signal transduction in CARs.,0.828553736,0.805692143,0.895532107,0.840733392,0.807532757,0.813062192
CAR-T,BLJ,How does the composition of the hinge region affect the efficiency target cell killing in CARs.,0.84286078,0.827415986,0.876216873,0.717329477,0.792791319,0.82048984
CAR-T,BLJ,"List all cancer types that have been targeted by CARs, and list which antigens are targeted in each case. ",0.815234399,0.827482963,0.827425149,0.838368229,0.826935292,0.756956713
CAR-T,BLJ,"List all CARs that are approved by the FDA, and for which cancer their use is approved for.",0.807458504,0.771196064,0.822581702,0.752024128,0.600046935,0.891288654
CAR-T,BLJ,Which promoters have been used to drive CAR expression? Create an exhaustive list. ,0.784731852,0.787370696,0.803341548,0.797541318,0.690922864,0.856545834
CAR-T,BLJ,List the normal cell types that cause off-target effects with CARs and explain why off-target effects occur. ,0.800740774,0.86657112,0.867216825,0.830773864,0.844746786,0.827056449
CAR-T,BLJ,Why are loop-CARs a superior design over tandem CARs?,0.722672084,0.808864448,0.740211197,0.788619856,0.801838294,0.687382539
CAR-T,BLJ,How do you match CAR expression level to antigen density?,0.615873162,0.583695146,0.652924967,0.571998824,0.690206647,0.670540979
CAR-T,BLJ,List all costimulatory domains that have been used in CAR constructs and list the Pros and Cons of each.,0.778193157,0.698327103,0.711861488,0.705942008,0.755773009,0.749720396
CAR-T,BLJ,How will single-cell RNA sequencing and related technologies affect the design of new CARs?,0.721291441,0.703064209,0.899573061,0.72725821,0.764969808,0.701510346
CAR-T,BLJ,What are the differences between B-cells and T-cells in terms of cell surface receptors?,0.718994625,0.72105609,0.632648414,0.727322308,0.757092525,0.641625919
CAR-T,VKC,What cancer type is the CAR-T targeting? ,0.865290639,0.859276668,0.799152438,0.860495508,0.899691796,0.845005219
CAR-T,VKC,What is the size of the library used in the article - Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells?,0.379595667,0.524688296,0.73461547,0.7099082,0.826490695,0.811274009
CAR-T,VKC,What assays have been discussed in the article - Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells?,0.712152766,0.710886313,0.818287228,0.719742937,0.587323055,0.57671617
CAR-T,VKC,How many transgenes could be incorporated in T-cells?,0.829467664,0.505444019,0.675773329,0.517877348,0.783028585,0.425950919
CAR-T,VKC,What signal peptide did they use for membrane targeting in the article - Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells?,0.663949274,0.627421364,0.723922295,0.734391128,0.678302293,0.776130713
CAR-T,VKC,Which ScFvs have been used in this study - Conditional Control of Universal CAR T Cells by Cleavable OFFSwitch Adaptors?,0.686553657,0.658774115,0.56192744,0.780665186,0.500511161,0.483609234
CAR-T,VKC,What small molecule have been used to control the switch in the article - Conditional Control of Universal CAR T Cells by Cleavable OFFSwitch Adaptors?,0.646921372,0.558550271,0.575085755,0.548501656,0.696265981,0.699037569
CAR-T,VKC,What was the optimal concentration of the small molecule?,0.672166121,0.753220558,0.72579466,0.764149832,0.542922323,0.616254011
CAR-T,VKC,What potential advantages does the small-molecule cleaving system offer in comparison to traditional antibody adaptors for controlling mSA2 CAR T cell activity?,0.918010034,0.938699706,0.876254504,0.725896353,0.714717898,0.943118393
CAR-T,VKC,"What are the proposed methods for administering adaptors and controlling OFF-switch activity in vivo, particularly in mouse models, and how might these methods differ depending on whether its antibody adaptor pretreatment or simultaneous T cell and adaptor administration?",0.795665231,0.802362213,0.802655277,0.728295433,0.694841472,0.782753037
CAR-T,VKC,In what ways could the cleavable OFF-switch adaptor technology be further applied or generalized beyond controlling mSA2 CAR T cell activity?,0.792485212,0.820651174,0.813211638,0.817168985,0.816963225,0.880171343
CAR-T,VKC,What are some of the challenges in developing CAR T cells for treating solid tumors?,0.909654779,0.913404808,0.913404808,0.917413427,0.842339837,0.962446892
CAR-T,VKC,How does the concept of Boolean-logic AND-gate CAR T cells aim to address these challenges? ,0.922418926,0.956107982,0.924452769,0.935715301,0.857486635,0.886753097
CAR-T,VKC,"How does the LINK CAR system differ from other engineered CAR systems, such as SynNotch and SPLIT CAR, in terms of specificity, efficacy, and potential clinical applicability? ",0.875586745,0.867842695,0.779400618,0.867032263,0.799184176,0.805815847
CAR-T,VKC,"What advantages do proximal signaling CARs, such as ZAP-70 CARs, demonstrate over traditional CD3_ CARs in terms of reduced tonic signaling, T cell exhaustion, expansion, and persistence? ",0.855441604,0.879208728,0.863685698,0.863614147,0.867836618,0.874654525
CAR-T,VKC,What are the implications of the antigen-density thresholds for the functionality of the LINK CAR system?,0.838868264,0.74045802,0.819677099,0.772499624,0.835346014,0.752295283
CAR-T,VKC,How does the ProCAR platform utilize tumor-colonizing probiotics to guide the cytotoxicity of engineered T cells?,0.818854348,0.877574648,0.845232683,0.875408053,0.798875535,0.927777217
CAR-T,VKC,what are the key findings regarding its efficacy in mouse models of cancer? ,0.553904194,0.563520577,0.650518228,0.577522536,0.577994047,0.708900511
CAR-T,VKC,What challenges do current CAR T cell therapies face regarding antigen dependence? ,0.933236027,0.77925343,0.821550348,0.791367807,0.848228428,0.918018365
CAR-T,VKC,What advantages does the ProCAR system offer over other strategies for targeting solid tumors?,0.947656845,0.933705324,0.854438525,0.94450244,0.781395369,0.952128869
IDR,VKC, how does ProCAR utilize bacteria to enhance tumor-specific target delivery?,0.916191624,0.868326005,0.904308215,0.910427148,0.84836513,0.945730013
IDR,BM,What is a KID domain?,0.809582756,0.804599474,0.849950437,0.789278924,0.731006647,0.845259588
IDR,BM,"Provide a list of disordered proteins that do not fit the classic structure-function paradigm, and briefly list their relevant propeties.",0.873038002,0.832452785,0.793656602,0.848868167,0.789874557,0.793912773
IDR,BM,Does the DNA-related function of LEF-1 involve the structural transition of the protein and the DNA?,0.958745237,0.959124207,0.958367885,0.965994191,0.793284659,0.953784475
IDR,BM,How long is the peptide required to bind to eIF4E?,0.73768218,0.749092116,0.684058005,0.778123367,0.719904673,0.625415472
IDR,BM,What does the structure-function paradigm state and why does it need to be re-assessed?,0.877656294,0.899785011,0.915846167,0.911547783,0.781767477,0.879787088
IDR,BM,What is the function of the disordered regions of myoglobin?,0.783604889,0.685510857,0.830504974,0.727445568,0.750454505,0.790525854
IDR,BM,Why are highly flexible proteins incompatible with our previous view of how structure and function are related? ,0.830450899,0.669713351,0.82663003,0.757208821,0.820380995,0.836480308
IDR,BM,What is a molten globue?,0.941380374,0.904125651,0.912751173,0.944468328,0.775118051,0.927194831
IDR,BM,List the main features of a protein sequence that will determine whether the sequence will or will not fold into a stable structure.,0.933786985,0.929228347,0.878838456,0.904663492,0.901761863,0.907278967
IDR,BM,Is the NCBD domain of CBP folded or disordered?,0.671808383,0.711577782,0.737066906,0.707043185,0.72889911,0.777504045
IDR,BM,Where are the leukaemia-related breakpoints located in CBP/p300?,0.585081181,0.590541686,0.614434244,0.54269784,0.621166799,0.802860314
IDR,BM,What are the functions that are enabled by the fact that disordered proteins do not have a stable structure?,0.800302693,0.838464198,0.738827232,0.839196106,0.664397006,0.762277405
IDR,BM,What is the role of the disordered protein HMGA1?,0.693222244,0.701895322,0.670303277,0.722202226,0.646097535,0.731882583
IDR,BM,What biological roles can disordered proteins fulfill thanks to their structural properties?,0.696157314,0.85686504,0.858476256,0.848402135,0.687656588,0.868410693
IDR,BM,What is a nanny protein?,0.88974553,0.922290252,0.842038716,0.877278659,0.834411989,0.847988552
IDR,BM,"Provide a list of ways IDPs are regulated, together with the implications of these reulatory mechanisms.",0.828013922,0.7824378,0.876593939,0.813103777,0.885471572,0.891863783
IDR,BM,Is the tight regulation of dosage-sensitive genes linked to avoiding detrimental abundance of proteins?,0.902693377,0.926120176,0.933782719,0.92092566,0.781082714,0.951604709
IDR,BM,Which IDP-phosphorylating kinase is regulated in a cell cycle dependent manner?,0.850981895,0.687796475,0.849874747,0.79611425,0.848391744,0.994154265
IDR,BM,Why do IDPs have unique regulatory mechanisms compared to folded proteins?,0.929895607,0.903020516,0.911677298,0.911856959,0.924622903,0.804953908
IDR,BM,What is the effect of targeting the DEP domain of Dishevelled with peptides?,0.629298899,0.624926706,0.656669363,0.649428779,0.648365259,0.603868721
