,model,qa-cos,mini-l6,snowflake
44,gemma,0.576010691295534,0.4533272580158446,0.4338694908770559
45,gemma,0.517165077927505,0.6609773343839653,0.5963855912866375
46,gemma,0.3472907555361961,0.4395498701318639,0.2909647350489786
47,gemma,0.3492330093597397,0.3492330093597397,0.3492330093597397
48,gemma,0.4063776143626337,0.5426505516214809,0.5426505516214809
49,gemma,0.6059117539391018,0.4381163562336533,0.5780747505504447
50,gemma,0.1287199371230339,0.1305850081988078,0.1334208825344123
51,gemma,0.4481462157945159,0.3295847511461218,0.4700581424408082
52,gemma,0.578018816107895,,0.9080950895547898
53,gemma,,0.1696638790593617,0.168902361473207
54,gemma,0.4339419437402331,0.4216390704624863,0.7316698282356536
55,gemma,,0.7981442749193661,0.7981442749193661
56,gemma,0.3653948770618637,0.3197454715827139,0.4456577727737426
57,gemma,0.3061748620020238,0.3061748620020238,0.3869285722020545
58,gemma,0.518723345057686,0.3159632870710891,0.4148721725463129
59,gemma,0.4864507702980754,0.6434302458798807,
60,gemma,0.1085459658849015,0.4327399030164062,0.3802509456539241
61,gemma,0.5952773148522723,0.2268132087080593,0.6350062902245599
62,gemma,0.3306235570627363,0.3502859467569186,0.5040659832479907
63,gemma,0.4521631971844739,0.3613990825565897,0.7347422462797805
64,gemma,0.1012928724417459,0.097483922641647,0.1007080431097435
65,gemma,0.3094002217284878,0.584550721949116,0.3661937115984541
66,gemma,0.4889304642840559,0.6342747263239524,0.5192703932598395
67,gemma,0.4928978946229692,0.5781821925802386,0.5560240259497939
68,gemma,0.4911268200254167,0.5100448173053422,
69,gemma,0.55599752465781,0.4157978127057893,0.4310606995616656
70,gemma,0.5215384311955958,0.5235204094173417,0.598379434542688
71,gemma,0.7605734460774981,0.4928437438290913,0.8366541653573183
72,gemma,0.8231176580573578,0.5799200556843344,0.5831631892621925
73,gemma,0.5631425833100181,0.4337136798277638,0.4051052984904552
74,gemma,0.581413497844527,0.8161869424677815,
75,gemma,0.5682696420416553,0.5682696420416553,0.6227170083777496
76,gemma,0.5035944382320118,0.5056078620942766,0.5035944382320118
77,gemma,0.6016131276246344,0.6727675975739478,0.6727675975739478
78,gemma,0.3560906873132627,0.5610628892195411,0.5732418463520328
79,gemma,0.7199871034770575,0.6405198491167771,0.4781554311713942
80,gemma,0.2474837331493393,0.3989607263261236,0.2168673307465932
81,gemma,0.5519072140179969,0.4212267403102696,0.3159721464560361
82,gemma,0.3388125715250527,0.2294792945992295,0.7250412705928896
83,gemma,0.4922215876092157,0.4889235267064912,0.4922215876092157
84,gemma,0.3203290391835175,0.3203290391835175,0.3203290391835175
85,gemma,0.4037842138727613,0.250088022843085,0.3240303808298945
86,gemma,0.411722193014955,0.4406949100921009,0.6732004508968807
87,gemma,0.3792250428361132,0.4979062861862301,0.4688399820728163
88,gemma,0.4416282935735192,,
89,gemma,0.5127213604293529,0.5341704178361545,0.597222558532676
90,gemma,0.4097525520451914,0.2861962473345304,0.2471653060418738
91,gemma,0.2925258214149298,0.5501975928389848,0.5194931853883165
92,gemma,0.4729710623129741,0.3503413364102481,0.6659971775877273
93,gemma,0.4582176897333873,0.5024241164159984,0.6499065393171398
94,gemma,0.1426185192476728,0.2076155175913596,0.1118692945712225
95,gemma,0.7332307320461102,0.6086464419880042,0.7332307320461102
96,gemma,0.4427603533747914,0.3244186333491988,0.4904341946052339
97,gemma,0.4236869469411779,0.4214405812785944,0.4342179264010599
98,gemma,0.7698351920774602,0.4541511631747038,
99,gemma,0.4803753283436291,0.3173027092387809,0.3173027092387809
100,gemma,0.4651324077471362,,0.4960270293489348
101,gemma,,0.3505182997106988,0.5699745840932563
102,gemma,,0.2861601758832816,0.4604027674554307
103,gemma,0.5167991014041485,0.3897611011057095,0.5170316887028361
104,gemma,0.3323105533128906,0.3085408667027119,0.4344072801115404
105,gemma,0.5406610270964358,0.5406610270964358,0.3009503371472577
106,gemma,0.4899295848172558,0.2681296750287045,0.2761893134968486
107,gemma,0.4868711361823815,0.4937251815117102,0.8140067635572958
108,gemma,,0.4122578869800017,0.4238457778006649
109,gemma,0.2551985180563512,0.2571458621200698,
110,gemma,0.4647083379880199,0.4535422072627419,0.4747053599033523
111,gemma,0.5537438281989058,0.5568494873439733,0.491397478507327
112,gemma,0.7758100322153123,0.4538883412758228,0.6095840530249395
113,gemma,0.1680137059353183,-0.0014161505482324,
114,gemma,0.7151173522821681,0.9773800005313892,0.1592162699724597
115,gemma,0.3516131836550242,0.377050403152628,0.4244676538495991
116,gemma,0.4313855469936937,0.3637529618052978,0.4745072923091336
117,gemma,0.3069167869762883,0.59882623844531,0.4179110819281326
118,gemma,0.3842451173701839,0.4788921907045291,0.2492899423663032
119,gemma,0.7362752596376146,0.4584094085600751,0.444722660092843
120,gemma,0.6578883096459984,0.8328057360971088,0.4432434206428463
121,gemma,0.4841516497099348,0.7022758791315069,0.4711966832289005
122,gemma,0.7799433303503047,0.4723342163035984,0.572888508163181
123,gemma,0.6107344763324715,0.6107344763324715,0.2530739566394338
124,gemma,0.572734797019497,0.4740007713436537,0.8889605622459562
125,gemma,0.4124781823953193,0.5685285895982648,0.4127872759016585
126,gemma,0.9489174455701206,0.8584939798663351,0.4566942635412159
127,gemma,,,0.5593972312974271
128,gemma,0.8506298560752427,0.8506298560752427,0.8506298560752427
129,gemma,0.8923794110971395,0.7355398814995013,0.430855084959306
130,gemma,0.8838587971184675,0.7796921304518009,0.7796921304518009
131,gemma,0.3394494074168175,0.3394494074168175,0.3603121664603556
132,gemma,,,0.4697644499240896
133,gemma,0.5586890137752473,0.5089603370659683,0.3337751256304608
134,gemma,0.5627810798368376,0.5627810798368376,0.5627810798368376
135,gemma,0.3157595070085762,0.2979416007224884,0.4334187784944161
136,gemma,0.8755622219965591,0.8755622219965591,0.8755622219965591
137,gemma,0.1524374896995473,0.4175312174312593,0.1524374896995473
138,gemma,0.4058605331286973,0.4772868784935855,0.3921768487161512
139,gemma,0.4000780169417039,0.2711119154636031,0.4000780169417039
140,gemma,0.1311974240038817,0.4635684968210281,0.1500749504646679
141,gemma,0.3082850862073065,0.4904082328061253,0.3457423692310159
142,gemma,0.0475093329375358,0.0457724104097398,0.0461881645844651
143,gemma,,0.5489969863758868,0.4518999091836062
144,gemma,0.7699385556643874,0.4424011047048677,0.4488417689894091
145,gemma,0.5154278785420172,0.460278523863895,0.6772013852445877
146,gemma,,0.6574974735768527,0.4252790139207301
147,gemma,0.3912912242735017,0.4364442790427327,0.4229536977106611
148,gemma,0.5223937896249393,0.4304746283941706,0.4354342634833752
149,gemma,0.3414664707440545,0.3398267377019458,0.3427380014888457
150,gemma,0.3303401131563473,0.3303401131563473,0.5367926015254285
151,gemma,0.5162498402931297,0.3762869114586189,0.4689519065027566
152,gemma,,0.6471509687920975,0.3167367602513486
153,gemma,0.3296909472274877,,
154,gemma,0.4304532311202637,0.3364946103244693,0.4787374288855283
155,gemma,0.3698425322087957,0.3935858226178906,0.3698425322087957
156,gemma,0.4045300130133569,0.3502336298579835,0.6287079842250163
157,gemma,0.8307898963894953,0.4744803202549044,0.8307898963894953
158,gemma,0.6068944310682212,0.501778522594186,
159,gemma,0.318863838046345,0.5460534136883228,0.6095553584838704
160,gemma,0.4202058542369526,0.4359782450369912,0.4348242145698047
161,gemma,0.6880847482935395,0.6880847482935395,0.6880847482935395
162,gemma,0.3097344969277444,0.3835647892831075,0.435792625184785
163,gemma,0.5329074943025017,0.5011767265263831,0.6083616743754028
164,gemma,0.4025869331881446,0.2912213271849851,0.4025869331881446
165,gemma,0.4558305541460569,0.4923200125196361,0.4892569313259088
166,gemma,0.6449164212514681,0.6735214463815615,0.6449164212514681
167,gemma,0.6416548394352297,0.7088291413569768,0.6215775828143717
168,gemma,0.4728834942544246,0.4728834942544246,0.4728834942544246
169,gemma,0.2953354021587801,0.2930669380862024,0.3204873765209068
170,gemma,0.4630936013008812,0.4630936013008812,0.4630936013008812
171,gemma,0.3135578059029216,0.4536787637038524,0.2755692705731542
172,gemma,0.455662924774079,0.5183824618973372,0.455662924774079
173,gemma,0.8283665467924808,0.4772863775433849,0.8288353401001447
174,gemma,0.3420071152680618,0.2977210173004311,0.4955632840127203
175,gemma,0.5164193562394608,0.4535853715259846,0.7778538131397174
176,gemma,0.5326387914199221,0.4785055616332611,0.4575625982547623
177,gemma,0.4759383450227205,0.5186420800841138,0.4671978537323097
178,gemma,0.4779244787360294,0.3052221255365341,0.3344585072524805
179,gemma,0.5212193626123669,0.3047034703250077,0.3753860292790336
180,gemma,0.3484235609284131,0.3723506318231314,0.3484235609284131
181,gemma,0.4723379203707679,0.4812897920581668,0.4076964685281236
182,gemma,0.4380723067684939,0.4534481042601179,0.5101664626019841
183,gemma,0.4102636484384114,0.4364634592168307,0.6440879300369337
184,gemma,0.3458992519176614,0.3537717137357909,0.4749473447106566
185,gemma,0.4853275710877174,0.4474563620215654,0.4853275710877174
186,gemma,0.6451914056051857,0.6407868575379627,
187,gemma,0.836211287224458,0.7118564613713092,0.836211287224458
188,gemma,0.5436619601128551,0.4085528575860931,0.3904713904947516
189,gemma,0.4675943979010237,0.403903305791203,0.4721554578226874
190,gemma,0.390404632704236,0.3654454596089318,0.4487531009318494
191,gemma,0.3752836386970853,0.408862363800466,0.2894648880534289
192,gemma,0.6652816345253042,0.3036922634954952,0.3930694455245898
193,gemma,0.524624145867814,0.73860673319516,0.7380024479719935
194,gemma,0.3532242689346991,0.2449301696072551,0.5545101991361988
195,gemma,0.6104901567992456,0.4542685962270694,0.6104799196154589
196,gemma,0.3941134670940919,0.560402957380135,0.7895468174682811
197,gemma,0.7807492101731943,0.9414807483656016,0.7125623914561369
198,gemma,0.263192122441087,0.263192122441087,0.263192122441087
199,gemma,0.4907828365837126,0.4120631535702076,0.3870977244824662
200,gemma,,0.4587531692405037,0.4124375383666095
201,gemma,,,0.480646024783717
202,gemma,0.4098676720588105,0.2795496405294894,0.4129322021359807
203,gemma,0.3877407358642407,0.408788606062163,0.3728717957449134
204,gemma,0.525721840391236,0.3541679943176499,0.4001217960850216
205,gemma,0.5418032545751845,0.3349048713163004,0.3814364831302143
206,gemma,0.3780833816338593,0.4017281263919328,0.3679009025834397
207,gemma,0.583444758942933,0.8645956784625445,0.8285493080428332
208,gemma,0.4807848979116196,0.4832737010947485,0.4832737010947485
209,gemma,0.3109302715105178,0.8574039681527313,0.3699869052545576
210,gemma,0.213494274374276,0.2138951369830352,0.2138951369830352
211,gemma,0.3813451004897131,,0.2949988426516492
212,gemma,0.7144304381769027,0.5260205717676629,0.7144304381769027
213,gemma,0.3903776536973897,0.3546499492221437,0.3919385689283419
214,gemma,0.4214567834969221,0.3569983041667297,0.4171036977088992
215,gemma,0.5732580770360076,0.3864368132239481,0.700759800422583
216,gemma,0.4657007972925969,0.5935303383173907,0.5168549110241447
217,gemma,0.7422852652055871,0.5852120903421808,
218,gemma,,0.5419730935284908,0.3737341266894437
219,gemma,,0.571039110176025,0.613379476428627
220,gemma,0.5066294156717983,0.4453059556780915,0.4332446098373906
221,gemma,0.2865450966050144,0.3514965499915594,0.5522357235989692
222,gemma,0.4410156698171004,0.3169569631581388,0.4336663514167512
223,gemma,0.439355923659373,0.4516586340984981,0.4640918366525904
224,gemma,0.3193746362806699,0.3970255488883729,0.3585400868810958
225,gemma,0.5406473988910088,0.6153604362695284,0.919170635532348
226,gemma,0.3579978012517434,0.3336473774615548,0.4134957992013168
227,gemma,0.4707544492813545,0.3874639838623467,0.4707544492813545
228,gemma,0.4692345296025663,0.5977453177457844,0.4915215126777122
229,gemma,0.2730398003897217,0.3632969209439812,0.2710645337028229
230,gemma,0.5279118810577097,0.5164864893845217,0.7281483162906812
231,gemma,0.4115598406681992,0.4112720465980058,0.4115598406681992
232,llama2,0.3903228933809824,0.5169465808952055,0.3677250183343951
233,llama2,0.303427084457779,0.2718552332887152,0.3710367578833377
234,llama2,0.4745647719831996,0.4768233387038681,0.4009622942149988
235,llama2,,0.6979437326037969,0.6216223574897484
236,llama2,0.6663158971850702,0.3861398813738533,0.6663158971850702
237,llama2,0.4819588365964339,0.4610129758821018,0.3756929635312752
238,llama2,0.449989801424037,0.4977153808765723,0.4379973165672713
239,llama2,0.1899164146527477,0.3857300577190981,0.4168840358695408
240,llama2,0.4714952044248546,0.4676806809991055,0.4957532103753743
241,llama2,0.1943002553476455,0.2932289230710398,0.2811766507791602
242,llama2,0.3829257223616271,0.3941040460719249,0.3335719490619474
243,llama2,0.425229606596763,0.4021399914402616,0.400267370558393
244,llama2,0.4022955465744703,0.4652852665385071,0.4068763507022737
245,llama2,0.7601594316270137,0.4787514364882276,0.3810376814778194
246,llama2,0.6736194483842424,0.5057207043977139,0.5649286473048891
247,llama2,0.3777459459883699,0.5531307917526302,0.4822605659235645
248,llama2,0.2687892778476002,0.3280750439043505,0.2747687056926595
249,llama2,0.4236027077425798,0.6742233329341902,0.3800175010479307
250,llama2,0.4910489048360201,0.2862546885204243,0.240800933382989
251,llama2,0.7750256635179487,0.6441708346961511,0.2809914432123197
252,llama2,0.3332059570231772,0.4389285445732127,0.3938598109677726
253,llama2,0.4432961187963643,0.3507836628199948,0.3381580823393053
254,llama2,0.451024965938146,0.2952540420617622,0.1333523379802763
255,llama2,0.3534445419086793,0.2649626743700127,0.3412665774172916
256,llama2,0.6432348032783839,0.4872488787281122,
257,llama2,0.5695749180878917,0.3737938557360489,0.5554172095539973
258,llama2,0.4837667985157347,0.3820244102096748,0.4205653539284083
259,llama2,0.4291731101488669,0.5204752406630605,0.4275486146057614
260,llama2,0.55218741300136,0.4050549633511291,0.4723805391004488
261,llama2,,0.4472267486350928,0.8517726923285144
262,llama2,0.5436993441418303,0.4140377753896912,0.5925138182613824
263,llama2,0.4199559569259234,0.3709265799874339,0.4080968455581984
264,llama2,0.4448170521900437,0.424347434059503,0.3580029764001103
265,llama2,0.4644596606525905,0.4189343541997931,0.3881775269756963
266,llama2,0.5369859120517582,0.3654951629876809,0.3137782622956593
267,llama2,0.4031408657165259,0.4555773272781344,0.4166800478161867
268,llama2,0.3412779075045998,0.3111613443382051,0.4487772150881466
269,llama2,0.3911213593096785,0.4217160135753633,0.3586431857099244
270,llama2,0.5685455563363617,0.4061946990947678,0.3505516923082507
271,llama2,0.4143791744353539,0.4067412803987275,0.4888138875639395
272,llama2,0.9184591126225514,0.8972048444887262,0.3559267134138994
273,llama2,0.9087691127352686,0.9151584753179798,0.6748835090253746
274,llama2,0.5148002444517892,0.1716718693259686,0.4429920011646531
275,llama2,0.4855699528275724,0.439705091603336,0.6062475449505633
276,llama2,0.4941579887191022,0.2821218465559048,0.4788262678559207
277,llama2,0.6653999741760088,0.5668671020548715,0.7078309106038199
278,llama2,0.3913040283754219,0.6700298201491877,0.4914567856664939
279,llama2,0.3264949133146072,0.360464391691724,0.1957056657504082
280,llama2,0.3158129428038492,0.4107376830083457,0.1607459691476443
281,llama2,0.7895634266408899,0.3900722951435135,
282,llama2,0.5653228168102682,0.7711269401938048,0.2118184912086113
283,llama2,0.6734631530319083,0.4051742312466287,0.5954784563963285
284,llama2,0.8150748188077241,0.9184897053475888,0.9294617749972454
285,llama2,0.9499595127458728,0.218438478100338,
286,llama2,0.4344284553793816,0.4055017357923274,0.8391594552179403
287,llama2,0.4155116205569855,0.5390906096863355,0.8463173763393231
288,llama2,0.3675751782225805,0.1652324631782202,0.5432599093203616
289,llama2,0.350569886997502,0.4249985756163401,0.3944671173101433
290,llama2,0.4999839145431016,0.5390238600607178,0.3082843675717458
291,llama2,0.505326960291527,0.6829726487013679,0.6584395426814285
292,llama2,0.3228495745642638,0.3812304453929733,0.4273734645524927
293,llama2,0.5852793199820219,0.5204887039014918,0.5924025871497055
294,llama2,0.4396980970554691,0.4551837218484414,
295,llama2,0.3921246195587181,0.3804938796123775,0.3939045908563804
296,llama2,0.1489070600828828,0.3077373767137892,0.4063932743992404
297,llama2,0.5456640027470632,0.4379014317857012,0.5986433360660254
298,llama2,0.4709769633731197,0.5292988980528475,
299,llama2,0.5290522041243685,0.4901997952035162,
300,llama2,0.4632146196143567,0.7135149904230655,0.5290856004034513
301,llama2,0.4502740382008263,0.5184722599351244,0.5064783273572102
302,llama2,0.5282778819252962,0.3970314527760507,0.6019038866325647
303,llama2,,0.7151264529348456,0.7555375356048888
304,llama2,0.4356248230719816,0.725800621728748,0.4775368572443141
305,llama2,0.5232635031962326,0.5251228618667807,0.479899605490775
306,llama2,,,
307,llama2,0.4160176895248569,0.3115959094900244,0.4255144223846633
308,llama2,0.5650155338975099,0.9509105671244544,0.575710492332689
309,llama2,0.4491163733117993,0.410670398009901,0.371177976112604
310,llama2,0.186306463164278,0.5153756107938363,0.3198916289158808
311,llama2,,0.9559755420737596,0.4846911697945906
312,llama2,,0.5237904264910518,0.2887086270817884
313,llama2,0.6767791998823072,0.5511721990202259,0.5026228399223991
314,llama2,0.3325561832948315,0.2700342390305368,0.5741312675081702
315,llama2,0.6352911359440231,,0.3760909380988412
316,llama2,0.3659607983405835,0.5199289291909347,0.3165739345524587
317,llama2,0.4536745592604039,0.1756786263667507,0.3740253164981156
318,llama2,0.4546210696217437,0.5784806145749033,0.510560352009109
319,llama2,0.4144434725146114,0.4816137373256418,0.3916441967730857
320,llama2,0.3661835737372841,,0.3565545229432401
321,llama2,0.6001479944568525,,0.5612276345947553
322,llama2,,0.2955824300564428,0.1933284622029932
323,llama2,,0.4898463789037556,0.7731561648462458
324,llama2,0.7250313319338757,0.4106912368089836,0.5049697270568312
325,llama2,,,0.341728466902729
326,llama2,0.4304929915205111,0.2741509502741782,0.4083485053400584
327,llama2,0.5808784170050694,0.5861051199239384,0.4487854568170264
328,llama2,0.2783548169345762,0.2622642232568514,0.3098878619748457
329,llama2,,,0.3771739166643265
330,llama2,0.4011795245590781,0.6060220800815556,
331,llama2,0.845208937036013,0.4458869770249389,0.3653269593785076
332,llama2,0.7177962907990773,0.4857877325379941,0.4442685701674669
333,llama2,0.3388141536933594,0.348487685056829,0.4432231983693837
334,llama2,0.5914457420791405,0.4388490224151898,0.4641434717228393
335,llama2,0.4364791744975757,0.3914065239275685,0.3808764630472069
336,llama2,0.423846038558128,0.3135775277223372,0.4456711021032712
337,llama2,0.4206103729053346,,0.4254640590331864
338,llama2,0.4280738081929038,0.4695669783621096,0.408818240521766
339,llama2,0.5659490417092945,0.5731761080684892,0.4531966250204391
340,llama2,0.4817434218606526,0.4888719673558672,0.3363785367934601
341,llama2,,,0.4729360280516366
342,llama2,0.5201442072086171,0.4193223730997861,0.4733889434920089
343,llama2,0.492000647353599,0.5628310325700153,0.6080678011169158
344,llama2,0.5116639261047091,0.4255868142271366,0.5250693202332284
345,llama2,0.1976044270568769,-0.0156839380622265,
346,llama2,0.7447739836809989,,0.4436306307696639
347,llama2,0.6762314501514555,0.5349971338492087,0.3813003321864598
348,llama2,0.4556504253860449,0.4901072843257009,0.4472809540425154
349,llama2,0.4745422850544939,0.4138540212331462,0.6120549683480317
350,llama2,0.9212255630726018,,0.6269795673598277
351,llama2,0.6068816051670815,0.4846917169472358,0.9867032536770968
352,llama2,0.5648569975248385,0.73195868369287,
353,llama2,0.7008146497847985,0.299509692244307,
354,llama2,0.6732306345261863,0.6405681408111835,0.4259474234340851
355,llama2,0.2560251787538241,0.226491697367909,
356,llama2,0.6844644373107358,0.5437384411840416,
357,llama2,0.4389916545414064,0.4631110878721253,0.4770711066341328
358,llama2,0.2059573319965975,0.2011046806594165,0.530862165045157
359,llama2,0.312481996094864,0.7089755731195454,0.6083187112238435
360,llama2,0.2838524204140972,0.3160212341462213,0.465933487371357
361,llama2,0.2006724612501574,0.4267374542133971,0.4792109064707845
362,llama2,0.4881166354821832,0.5234691538831963,0.413016828393161
363,llama2,0.534044764809719,0.3734079073106497,0.4837503886537621
364,llama2,,0.6825888957782078,
365,llama2,0.5721686638007839,,0.7017471823343937
366,llama2,0.2116008820038342,,0.8498274727035722
367,llama2,0.321632707181112,0.3437838549924821,0.3847657199574473
368,llama2,0.5050082261183675,0.4361846347715373,0.4678022543071957
369,llama2,0.4619538248817048,,0.4435119312732214
370,llama2,0.571352837869202,0.442416374073709,0.3680921059326361
371,llama2,0.400904224232376,0.3384067872181694,0.2598151174597627
372,llama2,0.1338217352192916,0.1790676603057354,0.1591687905812457
373,llama2,0.4285863753753945,0.2730599689211204,0.3524601879218604
374,llama2,0.5233288483184299,0.4027595401605049,0.4578940106825113
375,llama2,,0.4500837655742042,0.549846759828662
376,llama2,,,0.6343342851896387
377,llama2,0.5230524037432978,0.2707735303351458,0.9598487284449102
378,llama2,0.6211811576904509,0.3634058286368311,0.51403093867917
379,llama2,0.5731495051435711,0.3736270472429858,0.4957956328759864
380,llama2,0.6203730601276412,0.5906755249352769,0.5558277648335788
381,llama2,0.6651667579800986,0.6744729789674626,0.387403792870017
382,llama2,0.4586557179982403,0.3948190973254892,0.5180261444930587
383,llama2,0.5073421924569346,0.4820860821192353,0.4705730239627484
384,llama2,0.4994929724010378,0.4833795193595553,0.4782421822311484
385,llama2,0.2334876489931656,0.3148126936303829,0.3727713757972379
386,llama2,0.606620948164945,0.8749792867311529,0.2333120158963
387,llama2,0.6256698494538344,0.6834991192796667,0.5966473930995382
388,llama2,0.3061749435344725,0.4138096573233239,0.4647669509172269
389,llama2,0.3030734008789386,0.4233475009323332,0.697353461788229
390,llama2,0.5042880981281685,0.5657704647185315,0.7368935205988367
391,llama2,0.3944220187112095,0.4271598519390918,0.1797583890808931
392,llama2,0.3941422720572476,0.4323134616674415,0.4444150788960339
393,llama2,0.8256971031396269,0.483236996178488,0.4666014795833109
394,llama2,0.3514676403468585,0.3245212363121424,0.9611406254747916
395,llama2,,0.5496545808936802,0.7310411320741697
396,llama2,0.5074160891419255,0.3116360566531276,0.7011170440868337
397,llama2,,,
398,llama2,0.639103190197662,0.4657754753127222,0.6813094142087247
399,llama2,0.8336695028262069,0.9461483809968526,0.2158430819771877
400,llama2,0.3460201386979641,0.4767056473035656,0.354370865118391
401,llama2,,0.6595425491729165,
402,llama2,0.5161456852552391,0.4785433362409729,0.3916831172665603
403,llama2,0.5773033837106858,0.5685613006338472,0.6525060206611245
404,llama2,0.5060127546346875,,0.6031370042495818
405,llama2,0.995593303018901,0.7417530693173506,0.7394192046729837
406,llama2,0.4284213473374695,0.6402279750271175,0.3466915614000783
407,llama2,0.4846605334049279,0.312326186185419,0.4737556686678141
408,llama2,0.4978068012503394,0.1489595395556536,0.4870482442364139
409,llama2,0.7126584656300797,0.4919960957429486,0.5566267375192102
410,llama2,0.3872204573701691,0.457996750060737,0.2113861658962592
411,llama2,,0.2893108902494286,0.3260087859963356
412,llama2,0.5243042621939429,0.3825395972339105,0.5567312232458028
413,llama2,0.4599399745950334,0.4474773898223924,0.3628238814144157
414,llama2,0.714030970509639,0.4261919189604408,0.4902623278265067
415,llama2,0.7141746683475567,,0.4315351397465823
416,llama2,0.317561688059754,0.3844743395501897,0.3158026719993364
417,llama2,0.5573342650089856,0.4391902614633522,0.5573342650089856
418,llama2,0.4198138535786568,0.7184550770511974,0.465604968606466
419,llama2,0.9863419338359012,0.9863419338359012,0.8355961343742013
420,llama2,0.3873562034300664,0.3171098276553095,0.5044136553094472
421,llama2,0.3225882818761609,0.3610763230226282,0.4722874671317206
422,llama2,0.4869800712004419,0.4635252921176244,0.5100209766177123
423,llama2,0.4930285629386947,0.4381260615081408,0.3108303601115321
424,llama2,0.1398837556971702,0.3696871991123037,0.4921086077126632
425,llama2,0.7281138954646438,0.6043546007421718,0.9849720079013012
426,llama2,0.2286804813101399,0.3364627294997391,0.3609077387002158
427,llama2,,0.6751602112407974,0.5093450196718079
428,llama2,0.1863289763433455,0.4903591921302251,0.7125721080502354
429,llama2,0.5917355374873299,0.5083446837449717,0.9679493128003214
430,llama2,,0.3726774376508195,0.3438708624418553
431,llama2,,0.471868898907735,0.573741986173478
432,llama2,0.4950350809877343,0.6531231847929863,0.9942371790952068
433,llama2,,,0.4501115955159841
434,llama2,0.6427018254364318,0.4622488879561515,0.6439059637783462
435,llama2,0.3985752605116831,,0.4475822425994205
436,llama2,0.3794828525954709,0.3610281172152897,0.4044566312483767
437,llama2,0.5861361161108026,,0.4047244483342363
438,llama2,0.3801107280165413,0.9808921952660884,0.576220620968188
439,llama2,0.7152857147421287,0.5621302377048234,0.5082446179487808
440,llama2,0.5888418219580264,0.5033163064066939,0.414577367031556
441,llama2,0.3193041154394545,0.33868955795843,0.3998512877879421
442,llama2,0.524237394649615,0.1718607342492183,0.6023466307446756
443,llama2,0.2751525094555186,0.5909860673342486,0.6303665732811702
444,llama2,0.5864256111618267,0.6095931774418666,0.4227487287705758
445,llama2,0.5500321795576875,0.3402108039162356,0.6366888227186304
446,llama2,0.6876653414517218,0.2505457498800077,0.5550934312797902
447,llama2,0.5027274402648658,0.5625558264452137,0.6965653977971485
448,llama2,0.4277716913448034,0.6062162208901494,0.4353512223156096
449,llama2,,0.436981520170163,0.8180463508729391
