,model,qa-cos,mini-l6,snowflake
404,llama2,0.698657293,0.867272378,0.696657114
405,llama2,0.994332981,0.789376848,0.524927252
406,llama2,0.543766468,0.865685218,0.638527273
407,llama2,0.376431396,0.733857632,0.431632556
408,llama2,0.626233765,0.695635517,0.626233765
409,llama2,0.938788869,0.891212927,0.938788869
410,llama2,0.899513793,1,0.899513793
411,llama2,0.72698782,0.534389468,0.68287184
412,llama2,0.788836168,0.825264946,0.772349393
413,llama2,0.739494584,0.558749186,0.84464319
414,llama2,0.983561115,0.868441882,0.983561115
415,llama2,0.558376822,0.596549933,0.533488169
416,llama2,0.177372475,0.715113584,0.174738632
417,llama2,0.958253364,0.958253364,0.958253364
418,llama2,0.512181798,0.739437933,0.815133149
419,llama2,0.749263384,0.749263384,0.789846677
420,llama2,0.797866699,0.652111529,0.832954658
421,llama2,0.384889335,0.517835624,0.388849163
422,llama2,0.942915782,0.993221299,0.942915782
423,llama2,,0.846669388,
424,llama2,0.814823798,0.386178117,0.684793226
425,llama2,0.881353168,0.881353168,0.817437257
426,llama2,0.388675155,0.847916139,0.794689487
427,llama2,,0.779823614,
428,llama2,0.992355888,0.857856212,0.838262174
429,llama2,0.659578448,0.924622492,0.669512374
430,llama2,0.958781895,0.457542913,0.973676793
431,llama2,0.953625524,0.714843586,0.953625524
432,llama2,0.732817525,0.647354996,0.732817525
433,llama2,0.622511864,0.531923223,0.522686452
434,llama2,0.969179172,0.891858749,0.969179172
435,llama2,1,1,
436,llama2,0.978473936,0.593433571,0.162396479
437,llama2,0.398597824,0.437418662,0.739791535
438,llama2,1,1,1
439,llama2,0.943465565,0.866162854,1
440,llama2,0.637271457,0.646818676,0.629268289
441,llama2,0.987694889,0.989633169,0.85925135
442,llama2,,1,0.956171987
443,llama2,,,
444,llama2,0.491677589,0.315768545,0.852716478
445,llama2,0.134513438,0.377613587,
446,llama2,0.631751168,0.631751168,0.849187598
447,llama2,0.931936883,0.819251757,0.931936883
448,llama2,0.691417624,0.668516892,0.536248518
449,llama2,,0.687278729,0.793111637
450,llama2,0.696756318,0.638949746,0.696756318
451,llama2,0.57579482,0.493152498,0.552293194
452,llama2,0.941494277,0.876373779,0.942822122
453,llama2,0.885714412,,
454,llama2,,0.987941793,0.864984868
455,llama2,,0.774179138,0.972733668
456,llama2,0.785617887,0.772119375,0.785617887
457,llama2,0.621974568,0.441772198,0.456484963
458,llama2,0.754984655,0.812121355,0.991736376
459,llama2,0.766681461,0.784575697,0.794355451
460,llama2,0.894524777,0.996316637,0.996316637
461,llama2,,0.968958533,
462,llama2,0.513856653,0.684629977,0.574197825
463,llama2,0.521299734,0.525541129,0.792233945
464,llama3,0.894261523,0.457197717,0.894261523
465,llama3,0.695916864,0.962945735,0.679375176
466,llama3,0.486272495,0.868349298,0.561597747
467,llama3,0.577881737,0.378787689,0.468694669
468,llama3,0.882489442,0.921619625,0.934684745
469,llama3,,0.739761344,0.963913836
470,llama3,0.393437224,0.944181695,0.435343337
471,llama3,0.651298379,0.674343758,0.526287123
472,llama3,0.668255322,0.541514952,0.643845644
473,llama3,0.675848364,0.777381143,0.725679586
474,llama3,0.99711175,0.752257386,0.99711175
475,llama3,0.753417244,0.636732285,0.956813524
476,llama3,0.419263844,0.747638361,0.426135557
477,llama3,0.779279477,0.831834219,0.955838542
478,llama3,0.838161469,0.964986697,0.946817435
479,llama3,0.788317748,1,0.788317748
480,llama3,0.818787136,,0.618732954
481,llama3,0.574659262,0.362511676,0.377761825
482,llama3,,,0.583514662
483,llama3,1,1,0.958679285
484,llama3,0.775279854,0.874565245,
485,llama3,0.945432397,0.55945237,0.996285386
486,llama3,,,0.992978695
487,llama3,0.994738199,0.467514197,0.749996949
488,llama3,0.744247424,0.832425639,0.783264616
489,llama3,,0.526687814,
490,llama3,0.753617155,0.619316568,0.546693177
491,llama3,0.832254885,1,0.844429973
492,llama3,0.969877859,1,0.987232583
493,llama3,0.794456637,0.866744926,0.616686732
494,llama3,0.798866838,0.86995274,0.84847159
495,llama3,0.726434195,0.687263933,0.673474228
496,llama3,0.744316189,0.769153684,
497,llama3,0.964557296,0.96187177,
498,llama3,1,,0.552776177
499,llama3,,0.685817697,
500,llama3,0.694337853,0.667658166,0.694169277
501,llama3,0.446663448,,0.392795156
502,llama3,0.564337934,0.654655714,0.667133727
503,llama3,0.448874993,0.517392435,0.585812484
504,llama3,0.589328149,,0.477192217
505,llama3,0.47383614,0.47383614,0.62199283
506,llama3,0.685621344,0.291672564,
507,llama3,0.814642194,0.368378998,0.811818958
508,llama3,0.533129767,0.493592541,0.523837243
509,llama3,0.578489466,0.413561672,0.361111225
510,llama3,0.577474781,0.691553746,0.569759275
511,llama3,0.447426524,,0.375998538
512,llama3,0.481634934,,
513,llama3,1,1,0.938445889
514,llama3,0.686711385,0.686711385,0.722867973
515,llama3,0.85999394,,0.975568859
516,llama3,0.566434196,0.452766328,0.83253419
517,llama3,,,
518,llama3,0.699282962,0.579464446,0.514924428
519,llama3,0.885515173,0.844255949,0.994976773
520,llama3,0.993324838,,0.993324838
521,llama3,0.986182915,0.986182915,0.989251445
522,llama3,0.747743615,0.433773859,0.691927722
523,llama3,0.977723528,0.985517936,0.822937435
524,llama3,0.693159484,0.916271256,0.786523232
525,llama3,,0.967916343,
526,llama3,,,0.763885676
527,llama3,0.919817431,0.848136714,0.918432527
528,llama3,0.611645499,,
529,llama3,0.978634916,0.978634916,
530,llama3,0.921218668,0.988857553,0.982485955
531,llama3,0.253131327,0.996274386,1
532,llama3,0.545337133,0.94758536,0.485882652
533,llama3,0.539126713,0.539126713,0.666491438
534,llama3,0.643846143,0.521572355,0.453245285
535,llama3,0.869355367,0.869355367,0.873721611
536,llama3,0.785529387,0.661685172,0.641327539
537,llama3,1,0.971834874,0.831783356
538,llama3,0.985243339,0.849417289,0.991622263
539,llama3,0.924957343,,0.641751797
540,llama3,,,
541,llama3,,0.535411663,0.63821659
542,llama3,,0.483515132,0.539439792
543,llama3,0.825927914,0.558243886,0.593684276
544,llama3,,,0.429538427
545,llama3,0.856328319,,1
546,llama3,0.879352973,0.871694574,0.895566629
547,llama3,0.816564331,0.815426136,
548,llama3,0.219615533,0.956228868,1
549,llama3,0.831824988,0.956899858,0.374139148
550,llama3,0.873112119,0.571115899,0.943143527
551,llama3,0.984555223,0.614491715,0.545544979
552,llama3,0.954737236,0.566838626,0.566838626
553,llama3,0.812729794,0.633417978,
554,llama3,,0.569655468,0.446236423
555,llama3,0.761131648,0.847888875,0.881326628
556,llama3,1,1,1
557,llama3,,0.874611455,0.891416112
558,llama3,1,0.851157242,0.39382727
559,llama3,0.96697615,0.687472651,
560,llama3,0.282786668,0.743898218,0.778876125
561,llama3,,,0.98431337
562,llama3,0.789678393,0.497718832,0.691723212
563,llama3,0.933754166,0.228858958,0.729378226
564,llama3,0.893579824,0.581471165,0.824982218
565,llama3,0.897321254,0.798438373,0.727372416
566,llama3,0.999573335,0.856719926,0.964433566
567,llama3,0.715396136,0.747818439,0.835212312
568,llama3,0.827744373,0.992719722,0.858358635
569,llama3,0.844148173,0.857423426,0.738355492
570,llama3,,0.965398954,0.465194134
571,llama3,,0.892313636,0.917689558
572,llama3,,0.762248941,
573,llama3,0.934532325,,0.934532325
574,llama3,0.834731327,0.711518167,0.639924488
575,llama3,0.678532242,0.759346344,0.718913369
576,llama3,,0.983473445,
577,llama3,,,0.654444878
578,llama3,0.557894588,0.557894588,0.62818127
579,llama3,0.818854466,,0.889546899
580,llama3,0.779788757,0.732565662,0.779788757
581,llama3,0.835822575,0.745435813,0.712613935
582,llama3,0.555743987,,
583,llama3,0.822626361,0.976554725,0.979478529
584,llama3,0.961145553,0.952979853,0.961145553
585,llama3,0.991866987,0.997431288,0.873181395
586,llama3,,,
587,llama3,0.596458986,0.537565726,0.517142411
588,llama3,0.973111572,0.844596913,0.838259347
589,llama3,0.782858158,0.988772514,0.918928736
590,llama3,,,
591,llama3,,0.644398981,0.642519851
592,llama3,0.929861139,0.855811245,0.971428377
593,llama3,,0.899759989,0.938367296
594,llama3,0.846979717,,0.583371888
595,llama3,,0.767122355,0.969455178
596,llama3,0.865632362,0.869272613,0.583392482
597,llama3,0.856868136,0.761782514,0.692897635
598,llama3,0.834417716,0.994463663,0.915225323
599,llama3,0.614835218,0.743879868,0.766671377
600,llama3,,0.666347129,
601,llama3,0.441755567,0.93191769,0.542621471
602,llama3,,0.1623294,
603,llama3,0.52817937,0.636227737,
604,llama3,0.491383786,,
605,llama3,0.684221869,0.734327513,0.684221869
606,llama3,,,
607,llama3,0.988244782,0.994163195,0.994163195
608,llama3,0.867258145,0.867258145,0.89123274
609,llama3,0.739211436,,0.795886617
610,llama3,,,0.996266599
611,llama3,0.523838963,0.982146964,0.935936429
612,llama3,0.863862713,0.845882231,
613,llama3,0.89245514,0.937389949,0.898196963
614,llama3,0.881578274,0.976828649,0.997494358
615,llama3,0.768467665,0.874315839,0.867126755
616,llama3,0.813881758,0.859725857,0.827137296
617,llama3,,0.825624338,0.989822623
618,llama3,0.993311128,0.814857917,1
619,llama3,,0.664444124,0.591495495
620,llama3,0.333891525,0.171172213,0.452918346
621,llama3,0.935917181,0.935917181,0.935917181
622,llama3,0.733196663,0.849536849,0.653463966
623,llama3,0.35972917,0.513495418,0.534558595
624,llama3,0.553721317,0.675544925,0.589384541
625,llama3,0.716363493,,
626,llama3,0.753949974,0.956651367,0.618727583
627,llama3,,0.111836579,
628,llama3,0.887627132,0.887627132,0.949934865
629,llama3,0.771139844,0.625834729,0.862359234
630,llama3,,,
631,llama3,0.966767662,0.882578127,0.899481144
632,llama3,0.531971548,0.515926336,0.74926332
633,llama3,0.613697838,0.986612898,0.744966747
634,llama3,0.913457387,,0.818712342
635,llama3,0.825495997,,0.758862877
636,llama3,0.698657293,0.696873258,0.617276373
637,llama3,0.367486918,0.59747123,0.975732846
638,llama3,0.966753272,0.565848364,0.962955847
639,llama3,,,
640,llama3,0.871272325,0.654378376,0.716758431
641,llama3,0.778718319,0.865452277,0.865828345
642,llama3,0.898137566,0.966543597,0.899513793
643,llama3,0.496435168,0.534389468,0.493248733
644,llama3,0.748245822,0.77921228,0.749761637
645,llama3,0.863777515,0.687179619,0.939622786
646,llama3,0.744529734,0.698716999,0.491713217
647,llama3,0.922585125,0.354453811,0.917597128
648,llama3,0.668274675,0.912141859,0.963967792
649,llama3,0.958253364,0.958253364,0.958253364
650,llama3,0.632233335,0.619152314,0.666268524
651,llama3,0.742721632,0.873468768,0.764256812
652,llama3,1,1,1
653,llama3,,,0.418541764
654,llama3,0.942915782,0.993221299,0.939233143
655,llama3,,0.682558899,
656,llama3,0.774817786,0.75943212,0.648999719
657,llama3,0.883247929,0.881353168,0.881353168
658,llama3,0.792721716,0.797574435,0.736188772
659,llama3,,0.814284632,
660,llama3,1,0.543988933,1
661,llama3,0.885125782,0.514951533,0.883476826
662,llama3,,0.973676793,0.643683715
663,llama3,0.969183268,0.969183268,0.969183268
664,llama3,0.369798795,0.751591396,0.367378892
665,llama3,0.582518133,0.558388773,0.673517463
666,llama3,0.953536617,0.949849467,0.955741554
667,llama3,0.787941372,,
668,llama3,0.982164247,0.82784934,0.928819193
669,llama3,0.657363115,,0.395459982
670,llama3,0.884331694,0.945875752,1
